No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,摘要,入力者,入庫日,下代（数値）
106,FALSE,Pt900,リング,ダイヤ,0.7,03A-210-70,"200,000",104415,,,,muro,2020/02/23,"11,500"
107,FALSE,Pt900,リング,ダイヤ,0.7,03B-224-70,"280,000",103086,0.35ct,,,furuya,2020/07/11,"9,830"
108,FALSE,Pt900,リング,ダイヤ,0.7,03B-227-70,"320,000",104192,0.22ct,,,muro,2020/02/23,"12,000"
109,FALSE,Pt900,リング,ダイヤ,0.7,03B-244-70,"330,000",106052,0.25ct,,,河野,2022/03/09,"11,440"
110,FALSE,Pt900,リング,ダイヤ,0.7,03B-285-70,"320,000",103405,0.33ct,,,fujita,2025/05/28,"15,200"
111,FALSE,Pt900,リング,ダイヤ,0.7,03B-83-70,"370,000",104272,0.43ct,,,norita,2019/11/21,"11,200"
112,FALSE,Pt900,リング,ダイヤ,0.7,03B-X074-70,"260,000",20265,0.12ct,,,小牧,2023/09/06,"12,000"
113,FALSE,Pt900,リング,ダイヤ,0.7,03K-33-70,"360,000",20265,0.34ct,,,tanaka,2023/11/14,"12,000"
114,FALSE,Pt900,リング,ダイヤ,0.7,03K-37-70,"320,000",20343,0.41ct,,,komaki,2022/04/04,"11,200"
115,FALSE,Pt900,リング,ダイヤ,0.7,03K-38-70,"290,000",103297,0.33ct,,,竹内,2023/02/11,"11,200"
116,FALSE,Pt900,リング,ダイヤ,0.7,04A-427-70,"230,000",104354,,,,furuya,2020/07/11,"11,000"
117,FALSE,Pt900,リング,ダイヤ,0.7,04A-459-70,"200,000",103835,,,,nakajima,2025/03/16,"12,000"
118,FALSE,Pt900,リング,ダイヤ,0.7,04B-196-70,"292,000",103413,0.19ct,,,yoshida,2018/09/02,"12,000"
119,FALSE,Pt900,リング,ダイヤ,0.7,04B-57-70,"500,000",3061,0.24ct,,,muro,2018/01/23,"11,200"
120,FALSE,Pt900,リング,ダイヤ,0.7,04K-13-70,"430,000",103979,0.41ct,,,KOUNO,2021/02/09,"10,300"
121,FALSE,Pt900,リング,ダイヤ,0.7,04K-14-70,"450,000",104642,,,,komaki,2022/05/27,"10,300"
122,FALSE,Pt900,リング,ダイヤ,0.7,DRA1-1-70,"115,000",20216,,,,fujita,2023/08/18,"29,000"
123,FALSE,Pt900,リング,ダイヤ,0.7,DRA1-2-70,"115,000",3024,,,,fujita,2023/08/18,"25,900"
124,FALSE,Pt900,リング,ダイヤ,0.7,DRA2-1-58*58,"150,000",20298,,,,fujita,2025/05/28,"49,800"
125,FALSE,Pt900,リング,ダイヤ,0.7,DRA2-1-70,"130,000",20372,,,,fujita,2023/08/18,"29,500"
126,FALSE,Pt900,リング,ダイヤ,0.7,DRA2-2-70,"230,000",3037,,,,tanaka,2023/05/25,"11,500"
127,FALSE,Pt900,リング,ダイヤ,0.7,DRB1-4-70,"280,000",3026,0.26ct,,,shige,2024/09/13,"9,600"
128,FALSE,Pt900,リング,ダイヤ,0.7,DRB1-4-70,"330,000",3034,0.25ct,,,shige,2024/09/12,"12,000"
129,FALSE,Pt900,リング,ダイヤ,0.7,DRK2-1-70,"440,000",20438,0.43ct,,,fujita,2023/03/08,"12,500"
130,FALSE,Pt900,リング,ダイヤ,0.7,DRK2-1-70,"440,000",3043,0.40ct,,,fujita,2023/08/18,"11,200"
131,FALSE,Pt900,リング,ダイヤ,0.7,Solitair8.8,"160,000",3025,,,SQ5.2mm,河野,2022/03/16,"13,000"
132,FALSE,Pt900,リング,ダイヤ,0.7,Solitair8.8,"160,000",3025,,,SQ5.2mm,河野,2022/03/16,"11,000"
133,FALSE,Pt900,リング,ダイヤ,0.7,Solitaire8.8,"160,000",3025,,,SQ5.2mm,fujita,2025/05/28,"13,000"
134,FALSE,Pt900,リング,ダイヤ,0.8,03B-224-70,"260,000",103086,0.35ct,,ABC,fujitaL,2025/06/23,
135,FALSE,Pt900,リング,ダイヤ,0.8,03B-X074-70,"260,000",20265,0.12ct,,あいう,fujitaL,2025/06/23,"26,500"
136,FALSE,Pt900,リング,ダイヤ,0.8,03K-38-70,"260,000",103297,,45cm,,fujitaL,2025/06/23,
137,FALSE,Pt900,リング,ダイヤ,0.8,DRA2-1-80,"130,000",20385,,,,fujita,2023/08/18,"13,700"
138,FALSE,Pt900,リング,ダイヤ,0.8,DRB1-4-70,"260,000",3026,,25cm,123,fujitaL,2025/06/23,"26,000"
139,FALSE,Pt900,リング,ダイヤ,0.8,R-dA002-100,"260,000",103086,0.35ct,,ABC,fujitaLM,2025/06/23,"30,860"
140,FALSE,Pt900,リング,ダイヤ,0.8,R-dA002-70,"260,000",20265,0.12ct,,あいう,fujitaLM,2025/06/23,"26,500"
141,FALSE,Pt900,リング,ダイヤ,0.8,R-dA003-20,"260,000",3026,,25cm,123,fujitaLM,2025/06/23,"26,000"
142,FALSE,Pt900,リング,ダイヤ,0.8,R-dA003-30,"260,000",103297,,45cm,,fujitaLM,2025/06/23,"32,970"
143,FALSE,Pt900,リング,ダイヤ,0.9,DRA2-1-90,"135,000",20408,,,,fujita,2023/08/18,"12,500"
144,FALSE,Pt900,リング,ダイヤ,CT,03A-122-100,"140,000",102502,,,,河野,2022/03/09,"13,000"
145,FALSE,Pt900,リング,ダイヤ,CT,03A-170-100,"220,000",104264,,,,nakajima,2023/07/05,"39,000"
146,FALSE,Pt900,リング,ダイヤ,CT,03A-201-150DSH,"340,000",20353,0.08ct,,,muro,2020/02/23,"21,600"
147,FALSE,Pt900,リング,ダイヤ,CT,03A-210-100,"230,000",104658,,,,河野,2022/03/09,"25,000"
148,FALSE,Pt900,リング,ダイヤ,CT,03B-113-100,"350,000",106401,0.10ct,,,komaki,2022/04/04,"29,100"
149,FALSE,Pt900,リング,ダイヤ,CT,03B-214-100,"300,000",102913,0.30ct,,,河野,2022/03/09,"22,000"
150,FALSE,Pt900,リング,ダイヤ,CT,03B-214-100,"370,000",103159,0.33ct,,,小牧,2023/09/06,"21,600"
151,FALSE,Pt900,リング,ダイヤ,CT,03B-227-100,"350,000",104643,0.20ct,,,kim,2018/11/19,"24,000"
152,FALSE,Pt900,リング,ダイヤ,CT,03B-227-100,"350,000",103877,0.23ct,,,河野,2022/03/09,"37,200"
153,FALSE,Pt900,リング,ダイヤ,CT,03B-263-100,"350,000",103295,0.39ct,,,KOUNO,2021/03/12,"24,000"
154,FALSE,Pt900,リング,ダイヤ,CT,03B-285-100,"350,000",3027,0.40ct,,,坂井,2024/10/08,"33,200"
155,FALSE,Pt900,リング,ダイヤ,CT,03B-302-100,"804,000",103929,0.95ct,,,kida,2017/03/17,"34,000"
156,FALSE,Pt900,リング,ダイヤ,CT,03B-312-100,"400,000",104039,0.40ct,,,河野,2022/03/09,"35,500"
157,FALSE,Pt900,リング,ダイヤ,CT,03B-334-100,"340,000",104316,0.20ct,,,tanaka,2024/01/04,"24,300"
158,FALSE,Pt900,リング,ダイヤ,CT,03B-56-100,"420,000",104173,0.59ct,,,河野,2022/03/09,"40,000"
159,FALSE,Pt900,リング,ダイヤ,CT,03B-83-100,"420,000",104904,0.53ct,,,SK,2015/07/23,"43,000"
160,FALSE,Pt900,リング,ダイヤ,CT,03K-12-100,"400,000",20441,0.41ct,,,河野,2022/03/09,"36,000"
161,FALSE,Pt900,リング,ダイヤ,CT,03K-12-100,"450,000",103482,0.37ct,,,tanaka,2023/11/14,"38,000"
162,FALSE,Pt900,リング,ダイヤ,CT,03K-37-100,"350,000",102796,0.46ct,,,nakamura,2020/06/20,"23,000"
163,FALSE,Pt900,リング,ダイヤ,CT,03K-39-100,"320,000",20625,0.20ct,,,yoshida,2022/12/09,"20,500"
164,FALSE,Pt900,リング,ダイヤ,CT,03K-48-100,"390,000",107582,0.44ct,,,furuya,2020/07/11,"38,500"
165,FALSE,Pt900,リング,ダイヤ,CT,03K-58-100,"594,000",105244,0.51ct,,,furuya,2020/07/11,"44,500"
166,FALSE,Pt900,リング,ダイヤ,CT,03K-60-100,"350,000",104536,0.28ct,,,nakayama,2015/03/27,"26,000"
167,FALSE,Pt900,リング,ダイヤ,CT,03K-60-100,"400,000",104454,0.32ct,,,tanaka,2023/11/14,"35,500"
168,FALSE,Pt900,リング,ダイヤ,CT,03K-73-100,"570,000",1011077,0.78ct,,,muro,2017/07/28,"33,000"
169,FALSE,Pt900,リング,ダイヤ,CT,04A-289-100,"300,000",105975,,,,nakajima,2025/01/16,"24,300"
170,FALSE,Pt900,リング,ダイヤ,CT,04A-387-100,"240,000",104252,,,,tanaka,2023/11/14,"24,000"
171,FALSE,Pt900,リング,ダイヤ,CT,04A-427-100,"250,000",105154,,,,河野,2022/03/09,"18,000"
172,FALSE,Pt900,リング,ダイヤ,CT,04A-459-100,"220,000",104066,,,,fujita,2023/12/05,"36,000"
173,FALSE,Pt900,リング,ダイヤ,CT,04B-57-100,"570,000",106366,0.38ct,,,komaki,2017/08/07,"40,000"
174,FALSE,Pt900,リング,ダイヤ,CT,04B-57-100pink,"980,000",30179,0.35ct,,Pink=0.35ct/No.181242,不明,不明,"29,000"
175,FALSE,Pt900,リング,ダイヤ,CT,04K-13-100,"520,000",104054,0.70ct,,,KOUNO,2019/09/26,"32,000"
176,FALSE,Pt900,リング,ダイヤ,CT,04K-14-100,"510,000",20555,0.52ct,,,fujita,2025/05/28,"31,500"
177,FALSE,Pt900,リング,ダイヤ,CT,04K-14-100,"650,000",104204,0.51ct,,,小牧,2023/09/06,"29,000"
178,FALSE,Pt900,リング,ダイヤ,CT,DRA1-1-100,"123,000",20243,,,,fujita,2023/08/18,"12,000"
179,FALSE,Pt900,リング,ダイヤ,CT,DRA1-2-100,"121,000",3026,,,,fujita,2023/08/18,"13,000"
180,FALSE,Pt900,リング,ダイヤ,CT,DRA2-1-100,"140,000",20404,,,,fujita,2023/08/18,"16,000"
181,FALSE,Pt900,リング,ダイヤ,CT,DRA2-3-100,"220,000",20365,,,,fujita,2023/11/01,"12,000"
182,FALSE,Pt900,リング,ダイヤ,CT,DRB2-1-100,"330,000",3043,0.19ct,,,fujita,2023/08/18,"21,600"
183,FALSE,Pt900,リング,ダイヤ,CT,DRB2-2-100,"400,000",3042,0.35ct,,,fujita,2023/08/18,"34,000"
184,FALSE,Pt900,リング,ダイヤ,CT,DRK2-1-100,"440,000",20429,0.41ct,,,fujita,2023/08/18,"40,000"
185,FALSE,Pt900,リング,ダイヤ,CT,DRK2-1-100,"450,000",20437,0.43ct,,,fujita,2023/03/08,"32,000"
186,FALSE,Pt900,リング,ダイヤ,1.5CT,03A-167-150,"290,000",104541,,,,nakajima,2025/01/16,"50,000"
187,FALSE,Pt900,リング,ダイヤ,1.5CT,03A-167-150,"320,000",106278,,,,fujita,2022/09/29,"48,000"
188,FALSE,Pt900,リング,ダイヤ,1.5CT,03A-210-150,"270,000",20621,,,,河野,2022/03/09,"45,000"
189,FALSE,Pt900,リング,ダイヤ,1.5CT,04A-427-150,"300,000",106002,,,,komaki,2017/03/23,"49,000"
190,FALSE,Pt900,リング,ダイヤ,1.5CT,04K-13-150,"750,000",104983,0.85ct,,,sato,2016/04/09,"48,400"
191,FALSE,Pt900,リング,ダイヤ,2CT,03A-164-200DSPaveblack,"700,000",30129,0.75ct,,Black=0.75ct/No.181240,不明,不明,"48,400"
192,FALSE,Pt900,リング,ダイヤ,2CT,03B-263-200,"520,000",103182,0.64ct,,,tanaka,2023/11/14,"36,000"
193,FALSE,Pt900,リング,ダイヤ,2CT,03B-285-200,"480,000",104189,0.57ct,,,tanaka,2023/08/02,"29,500"
194,FALSE,Pt900,リング,ダイヤ,2CT,03K-58-200,"675,000",105747,0.65ct,,,komaki,2019/04/01,"34,000"
195,FALSE,Pt900,リング,ダイヤ,2CT,04A-459-200,"300,000",105778,,,,nakajima,2023/07/05,"29,100"
196,FALSE,Pt900,リング,ダイヤ,2CT,04K-13-200,"800,000",107274,0.84ct,,,nakayama,2014/06/26,"22,000"
197,FALSE,Pt900,リング,ダイヤ,2CT,04K-14-200,"520,000",105955,0.51ct,,,komaki,2023/02/20,"26,500"
198,FALSE,Pt900,リング,ダイヤ,2CT,DRB1-4-200,"420,000",404,0.36ct,,,shige,2024/09/13,"37,000"
199,FALSE,Pt900,リング,ダイヤ,2CT,JSD-326,"780,000",30103,0.50ct,,,furuya,2020/07/11,"77,200"
200,FALSE,Pt900,リング,ダイヤ,2.5CT,SAHA-F-1198-DR250,"1,480,000",30248,3.38ct,,,kida,2017/03/17,"23,000"
201,FALSE,Pt900,リング,ダイヤ,3CT,03B-285-300,"350,000",104522,0.53ct,,,fujita,2022/10/13,"24,000"
202,FALSE,Pt900,リング,ダイヤ,3CT,03K-12-300,"680,000",3089,0.66ct,,,河野,2022/03/09,"34,000"
203,FALSE,Pt900,リング,ダイヤ,3CT,04A-459-300,"280,000",105285,,,,tsukamoto,2021/12/11,"24,000"
204,FALSE,Pt900,リング,ダイヤ,3CT,DRB1-4-300,"450,000",20445,0.36ct,,,shige,2024/09/13,"26,000"
205,FALSE,Pt900,リング,ダイヤ,3CT,SAHA-F-1193-DR300,"2,370,000",30248,3.41ct,,,kida,2017/03/17,"29,000"
206,FALSE,Pt900,リング,オーバル,70,09A-197-70,"160,000",20292,,,,fujita,2024/03/13,"44,000"
207,FALSE,Pt900,リング,オーバル,80,09A-150-80,"90,000",101678,,,,shige,2017/04/20,"25,000"
208,FALSE,Pt900,リング,オーバル,90,SAHA-E-0508-90RO,"280,000",50000,0.32ct,,,河野,2022/03/09,"25,000"
209,FALSE,Pt900,リング,オーバル,100,09A-150-100,"95,000",101706,,,,shige,2017/04/20,"22,000"
210,FALSE,Pt900,リング,オーバル,100,09C-217-100,"240,000",102962,0.09ct,,,tanaka,2023/11/14,"25,000"
211,FALSE,Pt900,リング,オーバル,100,09E-106-100,"420,000",103714,0.55ct,,,SK,2017/02/09,"26,000"
212,FALSE,Pt900,リング,オーバル,100,09E-482-100,"260,000",102307,0.25ct,,,YUKARI,2019/08/01,"27,100"
213,FALSE,Pt900,リング,オーバル,100,09K-16-100,"200,000",102327,0.22ct,,,norita,2019/08/13,"26,300"
